"serial","admin_level_0_code","admin_level_1_code","admin_level_2_code","district","admin_level_1_name","admin_level_2_name","event","location","year","month","day","deaths","injured","missing","affected","houses_destroyed","houses_damaged","others","sources","losses $loc","losses $usd","date","health","education","agriculture","industry","aqueduct","sewerage","energy","communication","cause","damaged roads","magnitude","damaged hospitals","damaged education centers","damage in crops Ha.","lost cattle","evacuated","relocated","latitude","longitude","comments","zero_shifts","one_shift","two_shifts","three_shifts","rainfall_2days","rainfall_3days","rainfall_4days","pcode","pcode_parent","Land area","Violent incidents last year","% persons with disability","% Access to safe drinking water","Nr. of educational facilities per 10,000 people","% Access to electricity","Average elevation","% employed","Drought exposure","Earthquake exposure","Flood exposure","Nr. of health facilities per 10,000 people","% Access improved sanitation","% Literacy","% having mosquito nets","% of orphans under 18","Population density","Population","Poverty incidence","% permanent roof type","% Subsistence farming","Travel time to nearest city","% permanent wall type","% with internet access","% with mobile access","# of displaced persons","# of displaced / local population","pcode_level2","Violent incidents last year (0-10)","Drought exposure (0-10)","Earthquake exposure (0-10)","Flood exposure (0-10)","Hazards exposure","% persons with disability (0-10)","% employed (0-10)","% Literacy (0-10)","% having mosquito nets (0-10)","% of orphans under 18 (0-10)","Poverty incidence (0-10)","% permanent roof type (0-10)","% Subsistence farming (0-10)","% permanent wall type (0-10)","Vulnerability","% Access to safe drinking water (0-10)","Nr. of educational facilities per 10,000 people (0-10)","% Access to electricity (0-10)","Nr. of health facilities per 10,000 people (0-10)","% Access improved sanitation (0-10)","Travel time to nearest city (0-10)","% with internet access (0-10)","% with mobile access (0-10)","Lack of Coping Capacity","Risk score"
5243,301,NA,NA,"ADJUMANI",NA,NA,"FLOOD",NA,2010,9,24,0,0,0,0,0,0,NA,"New Vision",0,0,2010-09-24,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"The heavy rains destroyed gardens.",10.06270918,0.34010788,0.14068189,5.5968342,10.40281706,10.54349895,16.14033315,"21UGA015001","21UGA015",31138387,6715,0.108,0.9397,2686,0.0857,8156874,0.6487,0.1027,0,0.002,1343,0.1791,0.6181,0.9379,0.1315,956508,2978411809,0.7158,0.1277,0.6779,4419819,0.2947,0.075,0.322,257104,0.863225156721186,NA,85095,27516,0,40274,46789,31463,35032,78748,25793,8552,72271,96082,68984,70496,68876,0.5139,91982,91389,57276,58915,97928,85714,64502,7719,65942
2043,329,NA,NA,"AGAGO",NA,NA,"FLOOD",NA,2007,7,0,0,0,0,3e+06,0,0,NA,"Report from Min. of State for Disaster Preparedness, Relief and Refugees",0,0,2007-07-30,-1,-1,-1,-1,-1,0,0,0,"Heavy Rain",-1,NA,0,0,0,0,0,3e+05,0,0,"The El-nino caused destruction of food crops in gardens and what had already been harvested by 98%. 
Roads and bridges collapsed.
A state of emergency was declared by His Excellency the President.
The figures of those affected(3,000,000) and relocated (300,000)are inclusive of Pader, Kitgum, Lamwo, Gulu, Amuru, Nwoya, Lira, Oyam, Apac, Otuke, Amolatar, Moroto, Abim, Kotido, Kaabong and Nakapiripirit.",49.7580063,44.29348,0,8.16161502,94.0514863,94.0514863,102.21310132,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
1225,329,329629,3296290881,"AGAGO","PATONGO","KAL","FLOOD",NA,2007,9,19,0,0,0,0,0,12,NA,"Report from joint interagency mission Pader",0,0,2007-09-19,-1,0,0,0,-1,-1,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"People from Twelve(12)hold whose houses had damp floores from Moo dege and Pece camp move to Patongo town council. Latrines were few in those camps.",0.33909391,0.1492089,0.27481216,0.10003504,0.48830281,0.76311497,0.86315001,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
1226,329,329626,3296260916,"AGAGO","OMOT","ATECE","FLOOD",NA,2007,9,19,0,0,0,0,0,40,NA,"Report from joint interagency mission Pader",0,0,2007-09-19,-1,-1,0,0,-1,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"Atabaraba village was the most affected with reidences having no latrines and boreholes",0.33909391,0.1492089,0.27481216,0.10003504,0.48830281,0.76311497,0.86315001,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
6327,329,NA,NA,"AGAGO",NA,NA,"FLOOD",NA,2012,8,22,0,0,0,2000,0,0,NA,"new vision",0,0,2012-08-22,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"over  2000  internally displaced persons (IDPS) were left homeless by floods and paralyzed transport too due to collapse of bridges and roads",11.28521863,2.7931895,16.24378887,0,14.07840813,30.322197,30.322197,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2808,329,329627,NA,"AGAGO","PAIMOL",NA,"FLOOD",NA,2012,11,0,0,0,0,0,0,0,NA,"OPM",0,0,2012-11-01,-1,-1,-1,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"The elephants destroyed crops resulting into food shortage and famine",7.2448722,17.723529,19.048041,10.0341172,24.9684012,44.0164422,54.0505594,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
27780,329,329627,NA,"AGAGO","PAIMOL",NA,"FLOOD","Taa Parish",2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School building and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2785,329,NA,NA,"AGAGO",NA,NA,"FLOOD","Lamiyo Sub County, Alyek Parish",2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School building and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2787,329,329624,3296240831,"AGAGO","LIRA PALWO","LOTOME","FLOOD",NA,2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School building and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2781,329,329622,3296220878,"AGAGO","ADILANG","ORINA","FLOOD",NA,2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2782,329,329627,3296270583,"AGAGO","PAIMOL","OMIA PACHWA","FLOOD",NA,2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2783,329,329627,NA,"AGAGO","PAIMOL",NA,"FLOOD","Lumai, Tee tuguu",2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2785,329,NA,NA,"AGAGO",NA,NA,"FLOOD","Kotmor Sub-County, Olelo wi dyel parish",2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2787,329,NA,NA,"AGAGO",NA,NA,"FLOOD","Kotormor Sub-county, Alele Parish",2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2788,329,NA,3296260847,"AGAGO",NA,"TENGE","FLOOD","Arum Sub-county, Acol pii Parish",2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2789,329,329626,NA,"AGAGO","OMOT",NA,"FLOOD","Awonodwee Parish",2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2792,329,329626,3296260916,"AGAGO","OMOT","ATECE","FLOOD",NA,2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
2793,329,329626,NA,"AGAGO","OMOT",NA,"FLOOD","Latin ling",2013,10,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-10-29,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"- Crops started rotting due to water logging
- Some parts of School buildings and latrine collapse
- Houses made of mud and wattle cracked while others collapse",14.998766,6.32699448,7.5897143,8.93495751,21.32576048,28.91547478,37.85043229,"21UGA001001","21UGA001",35259788,0,0.1936,0.7618,50949,0.0633,10924754,0.8585,0.0745,0,2e-04,11988,0.2121,0.5746,0.9637,0.1152,851679,3003001164,0.738,0.1593,0.9076,3121996,0.1367,0.061,0.185,NA,NA,NA,0,17056,0,0.6684,0.6174,7322,11934,89301,11929,69679,75198,92584,92779,8.78,75345,27064,81311,94121,63491,49634,89835,89714,84271,77783,6.11
